일련번호,주소,동,층,호수,동호수,전체주소,면적,지목,소유자명,주민번호,성별,연령대,소유형태,지분,소유자주소,거주투자구분,투자자거주지역,등기원인,등기일자,접수번호,근저당권유무,대출총액,근저당권자,근저당설정일,근저당접수번호,압류가압류유무,압류구분,압류일자,압류접수번호,압류권리자
219,서울시 용산구 이태원동 22-2,3동,6,102호,3동102호,서울시 중랑구 면목동 110-1 청하아파트 3동102호,154,대,박민준,430826-1******,남성,80대,단독소유,단독소유,서울시 서초구 삼성동 554-40,투자 목적,서울,증여,2014-04-15,제67384호,Y,671370000,신한은행,2020-09-22,제48076호,N,,,,
220,서울시 용산구 이태원동 22-2,3동,6,103호,3동103호,서울시 중랑구 면목동 110-1 청하아파트 3동103호,154,대,최영자,790519-1******,남성,40대,단독소유,단독소유,서울시 강남구 삼성동 568-71,투자 목적,서울,증여,2004-08-07,제15911호,Y,973590000,우리은행,2013-09-05,제49060호,N,,,,
221,서울시 용산구 이태원동 22-2,3동,6,104호,3동104호,서울시 중랑구 면목동 110-1 청하아파트 3동104호,154,대,이영희,580503-2******,여성,60대,단독소유,단독소유,서울시 서초구 역삼동 222-41,투자 목적,서울,증여,2006-08-03,제73050호,Y,749160000,하나은행,2020-05-27,제57411호,N,,,,
222,서울시 용산구 이태원동 22-2,3동,6,105호,3동105호,서울시 중랑구 면목동 110-1 청하아파트 3동105호,154,대,이하준,590327-2******,여성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 3동105호,실거주,-,매매,2015-03-01,제6189호,Y,808050000,기업은행,2017-10-16,제87386호,N,,,,
223,서울시 용산구 이태원동 22-2,3동,7,101호,3동101호,서울시 중랑구 면목동 110-1 청하아파트 3동101호,154,대,정민준,440905-1******,남성,80대,단독소유,단독소유,서울시 송파구 삼성동 653-49,투자 목적,서울,상속,2020-05-01,제4738호,N,0,,,,N,,,,
224,서울시 용산구 이태원동 22-2,3동,7,102호,3동102호,서울시 중랑구 면목동 110-1 청하아파트 3동102호,154,대,김영자,770310-1******,남성,40대,단독소유,단독소유,서울시 서초구 역삼동 288-8,투자 목적,서울,상속,2019-01-25,제70010호,Y,288580000,우리은행,2013-01-28,제93793호,N,,,,
225,서울시 용산구 이태원동 22-2,3동,7,103호,3동103호,서울시 중랑구 면목동 110-1 청하아파트 3동103호,154,대,윤도윤,720502-2******,여성,50대,단독소유,단독소유,서울시 서초구 역삼동 422-61,투자 목적,서울,상속,2009-07-20,제20538호,Y,375490000,하나은행,2014-05-26,제81439호,N,,,,
226,서울시 용산구 이태원동 22-2,3동,7,104호,3동104호,서울시 중랑구 면목동 110-1 청하아파트 3동104호,154,대,강하준,620208-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 3동104호,실거주,-,경매,2015-03-24,제56007호,Y,396130000,하나은행,2013-01-08,제72153호,N,,,,
227,서울시 용산구 이태원동 22-2,3동,7,105호,3동105호,서울시 중랑구 면목동 110-1 청하아파트 3동105호,154,대,강하준,741021-2******,여성,50대,단독소유,단독소유,서울시 서초구 역삼동 152-89,투자 목적,서울,매매,2004-10-09,제61994호,Y,702890000,하나은행,2020-09-23,제61714호,N,,,,
228,서울시 용산구 이태원동 22-2,3동,8,101호,3동101호,서울시 중랑구 면목동 110-1 청하아파트 3동101호,154,대,임주원,571001-2******,여성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 3동101호,실거주,-,경매,2010-04-27,제60365호,N,0,,,,N,,,,
229,서울시 용산구 이태원동 22-2,3동,8,102호,3동102호,서울시 중랑구 면목동 110-1 청하아파트 3동102호,154,대,임영희,530915-2******,여성,70대,단독소유,단독소유,서울시 강남구 역삼동 18-97,투자 목적,서울,상속,2012-10-19,제37718호,Y,304950000,우리은행,2018-02-16,제83619호,N,,,,
230,서울시 용산구 이태원동 22-2,3동,8,103호,3동103호,서울시 중랑구 면목동 110-1 청하아파트 3동103호,154,대,조순자,841202-2******,여성,40대,단독소유,단독소유,서울시 강남구 역삼동 347-8,투자 목적,서울,경매,2017-10-26,제52999호,Y,638890000,신한은행,2011-09-17,제7037호,N,,,,
231,서울시 용산구 이태원동 22-2,3동,8,104호,3동104호,서울시 중랑구 면목동 110-1 청하아파트 3동104호,154,대,이도윤,850716-1******,남성,30대,단독소유,단독소유,서울시 강남구 역삼동 461-95,투자 목적,서울,증여,2012-12-18,제12548호,Y,345910000,하나은행,2014-03-24,제6706호,N,,,,
232,서울시 용산구 이태원동 22-2,3동,8,105호,3동105호,서울시 중랑구 면목동 110-1 청하아파트 3동105호,154,대,윤도윤,930808-1******,남성,30대,단독소유,단독소유,서울시 강남구 역삼동 869-23,투자 목적,서울,매매,2004-01-26,제17911호,Y,356550000,기업은행,2021-05-23,제68971호,N,,,,
233,서울시 용산구 이태원동 22-2,3동,9,101호,3동101호,서울시 중랑구 면목동 110-1 청하아파트 3동101호,154,대,최지호,460109-1******,남성,70대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 3동101호,실거주,-,상속,2012-02-26,제75236호,Y,873760000,우리은행,2024-09-09,제36990호,Y,압류,2022-11-04,제76549호,국
234,서울시 용산구 이태원동 22-2,3동,9,102호,3동102호,서울시 중랑구 면목동 110-1 청하아파트 3동102호,154,대,이민서,581011-2******,여성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 3동102호,실거주,-,매매,2022-01-24,제7791호,N,0,,,,N,,,,
235,서울시 용산구 이태원동 22-2,3동,9,103호,3동103호,서울시 중랑구 면목동 110-1 청하아파트 3동103호,154,대,강민서,610518-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 3동103호,실거주,-,증여,2018-02-20,제84636호,N,0,,,,N,,,,
236,서울시 용산구 이태원동 22-2,3동,9,104호,3동104호,서울시 중랑구 면목동 110-1 청하아파트 3동104호,154,대,임도윤,630522-1******,남성,60대,단독소유,단독소유,서울시 강남구 역삼동 888-57,투자 목적,서울,매매,2013-04-10,제29980호,N,0,,,,N,,,,
237,서울시 용산구 이태원동 22-2,3동,9,105호,3동105호,서울시 중랑구 면목동 110-1 청하아파트 3동105호,154,대,정서준,611209-2******,여성,60대,단독소유,단독소유,서울시 강남구 역삼동 412-42,투자 목적,서울,증여,2017-11-03,제77374호,Y,735960000,기업은행,2016-10-27,제82052호,N,,,,
238,서울시 용산구 이태원동 22-2,3동,10,101호,3동101호,서울시 중랑구 면목동 110-1 청하아파트 3동101호,154,대,이서준,590419-2******,여성,60대,단독소유,단독소유,서울시 강남구 역삼동 458-34,투자 목적,서울,상속,2010-04-12,제87522호,Y,260610000,우리은행,2017-03-15,제33595호,N,,,,
239,서울시 용산구 이태원동 22-2,3동,10,102호,3동102호,서울시 중랑구 면목동 110-1 청하아파트 3동102호,154,대,박영자,810706-2******,여성,40대,공유자,3분의 1,서울시 중랑구 면목동 110-1 청하아파트 3동102호,실거주,-,매매,2022-10-25,제92811호,N,0,,,,N,,,,
240,서울시 용산구 이태원동 22-2,3동,10,103호,3동103호,서울시 중랑구 면목동 110-1 청하아파트 3동103호,154,대,조서준,350916-2******,여성,80대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 3동103호,실거주,-,증여,2023-09-14,제94407호,Y,762990000,하나은행,2022-07-11,제7591호,N,,,,
241,서울시 용산구 이태원동 22-2,3동,10,104호,3동104호,서울시 중랑구 면목동 110-1 청하아파트 3동104호,154,대,임시우,710416-2******,여성,50대,공유자,3분의 1,서울시 강남구 역삼동 419-26,투자 목적,서울,매매,2020-02-27,제68966호,Y,686380000,국민은행,2014-07-05,제99063호,N,,,,
242,서울시 용산구 이태원동 22-2,3동,10,105호,3동105호,서울시 중랑구 면목동 110-1 청하아파트 3동105호,154,대,윤지호,600217-2******,여성,60대,공유자,3분의 1,서울시 강남구 역삼동 892-70,투자 목적,서울,증여,2023-12-11,제65048호,Y,430150000,국민은행,2023-05-07,제18097호,N,,,,
243,서울시 용산구 이태원동 22-2,3동,11,101호,3동101호,서울시 중랑구 면목동 110-1 청하아파트 3동101호,154,대,정예준,360312-2******,여성,80대,단독소유,단독소유,서울시 강남구 역삼동 965-2,투자 목적,서울,경매,2011-01-04,제72909호,Y,636100000,신한은행,2017-12-27,제65652호,N,,,,
244,서울시 용산구 이태원동 22-2,3동,11,102호,3동102호,서울시 중랑구 면목동 110-1 청하아파트 3동102호,154,대,이서연,590911-2******,여성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 3동102호,실거주,-,매매,2008-01-09,제17859호,Y,358350000,신한은행,2015-04-23,제59967호,N,,,,
245,서울시 용산구 이태원동 22-2,3동,11,103호,3동103호,서울시 중랑구 면목동 110-1 청하아파트 3동103호,154,대,장도윤,640802-1******,남성,60대,단독소유,단독소유,서울시 강남구 역삼동 400-63,투자 목적,서울,매매,2015-06-18,제58416호,Y,882140000,우리은행,2011-02-19,제92039호,N,,,,
246,서울시 용산구 이태원동 22-2,3동,11,104호,3동104호,서울시 중랑구 면목동 110-1 청하아파트 3동104호,154,대,주식회사 태양,사업자 340-75-60444,법인,법인,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 3동104호,실거주,-,증여,2021-11-21,제61129호,N,0,,,,N,,,,
247,서울시 용산구 이태원동 22-2,3동,11,105호,3동105호,서울시 중랑구 면목동 110-1 청하아파트 3동105호,154,대,장민서,720806-1******,남성,50대,단독소유,단독소유,서울시 강남구 역삼동 504-44,투자 목적,서울,매매,2022-09-12,제49531호,N,0,,,,N,,,,
248,서울시 용산구 이태원동 22-2,3동,12,101호,3동101호,서울시 중랑구 면목동 110-1 청하아파트 3동101호,154,대,김도윤,930926-2******,여성,30대,단독소유,단독소유,서울시 강남구 역삼동 184-64,투자 목적,서울,상속,2010-08-18,제97487호,Y,942410000,국민은행,2021-11-08,제36123호,N,,,,
249,서울시 용산구 이태원동 22-2,3동,12,102호,3동102호,서울시 중랑구 면목동 110-1 청하아파트 3동102호,154,대,박서준,620522-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 3동102호,실거주,-,경매,2016-10-19,제37723호,N,0,,,,N,,,,
250,서울시 용산구 이태원동 22-2,3동,12,103호,3동103호,서울시 중랑구 면목동 110-1 청하아파트 3동103호,154,대,박민서,740806-1******,남성,50대,단독소유,단독소유,서울시 강남구 역삼동 580-41,투자 목적,서울,매매,2017-05-24,제87603호,N,0,,,,N,,,,
251,서울시 용산구 이태원동 22-2,3동,12,104호,3동104호,서울시 중랑구 면목동 110-1 청하아파트 3동104호,154,대,박시우,580601-2******,여성,60대,단독소유,단독소유,서울시 강남구 역삼동 325-54,투자 목적,서울,증여,2019-01-14,제39519호,Y,596670000,우리은행,2020-03-07,제17402호,N,,,,
252,서울시 용산구 이태원동 22-2,3동,12,105호,3동105호,서울시 중랑구 면목동 110-1 청하아파트 3동105호,154,대,박도윤,511026-1******,남성,70대,공유자,3분의 1,서울시 중랑구 면목동 110-1 청하아파트 3동105호,실거주,-,매매,2023-11-24,제32723호,Y,567080000,신한은행,2016-06-17,제22573호,N,,,,
253,서울시 용산구 이태원동 22-2,4동,1,101호,4동101호,서울시 중랑구 면목동 110-1 청하아파트 4동101호,154,대,조예준,390503-2******,여성,80대,공유자,2분의 1,서울시 중랑구 면목동 110-1 청하아파트 4동101호,실거주,-,증여,2011-01-27,제38813호,Y,646300000,신한은행,2014-05-20,제98071호,N,,,,
254,서울시 용산구 이태원동 22-2,4동,1,102호,4동102호,서울시 중랑구 면목동 110-1 청하아파트 4동102호,154,대,임도윤,690326-1******,남성,50대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 4동102호,실거주,-,경매,1994-08-19,제57592호,Y,698120000,국민은행,2013-07-22,제20376호,N,,,,
255,서울시 용산구 이태원동 22-2,4동,1,103호,4동103호,서울시 중랑구 면목동 110-1 청하아파트 4동103호,154,대,윤민서,251012-2******,여성,90대,공유자,2분의 1,서울시 강남구 삼성동 810-55,투자 목적,서울,경매,2022-03-26,제56609호,Y,727470000,국민은행,2024-08-28,제16900호,N,,,,
256,서울시 용산구 이태원동 22-2,4동,1,104호,4동104호,서울시 중랑구 면목동 110-1 청하아파트 4동104호,154,대,박순자,860205-2******,여성,30대,공유자,3분의 1,경기도 성남시 분당구 정자동 53-4,투자 목적,경기,상속,1995-04-02,제83653호,Y,756770000,하나은행,2015-11-28,제65582호,N,,,,
257,서울시 용산구 이태원동 22-2,4동,1,105호,4동105호,서울시 중랑구 면목동 110-1 청하아파트 4동105호,154,대,윤하준,550201-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 4동105호,실거주,-,경매,2025-02-25,제16742호,Y,211440000,하나은행,2018-08-23,제70517호,N,,,,
258,서울시 용산구 이태원동 22-2,4동,1,106호,4동106호,서울시 중랑구 면목동 110-1 청하아파트 4동106호,154,대,임민서,730126-2******,여성,50대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 4동106호,실거주,-,상속,2015-10-14,제74791호,Y,845220000,신한은행,2021-12-17,제83285호,N,,,,
259,서울시 용산구 이태원동 22-2,4동,1,107호,4동107호,서울시 중랑구 면목동 110-1 청하아파트 4동107호,154,대,임시우,500516-2******,여성,70대,공유자,2분의 1,서울시 송파구 역삼동 948-18,투자 목적,서울,매매,2023-09-15,제57974호,N,0,,,,N,,,,
260,서울시 용산구 이태원동 22-2,4동,2,101호,4동101호,서울시 중랑구 면목동 110-1 청하아파트 4동101호,154,대,최서연,651215-1******,남성,50대,단독소유,단독소유,서울시 송파구 역삼동 371-27,투자 목적,서울,증여,2014-01-04,제37934호,N,0,,,,N,,,,
261,서울시 용산구 이태원동 22-2,4동,2,102호,4동102호,서울시 중랑구 면목동 110-1 청하아파트 4동102호,154,대,김지호,620322-1******,남성,60대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 4동102호,실거주,-,매매,2017-05-06,제12096호,Y,322180000,하나은행,2018-09-17,제53081호,N,,,,
262,서울시 용산구 이태원동 22-2,4동,2,103호,4동103호,서울시 중랑구 면목동 110-1 청하아파트 4동103호,154,대,조서연,390609-2******,여성,80대,단독소유,단독소유,서울시 중랑구 면목동 110-1 청하아파트 4동103호,실거주,-,증여,1982-06-21,제59446호,Y,591720000,국민은행,2016-08-17,제45163호,N,,,,
263,서울시 용산구 이태원동 22-2,4동,2,104호,4동104호,서울시 중랑구 면목동 110-1 청하아파트 4동104호,154,대,이시우,731222-1******,남성,50대,공유자,3분의 1,서울시 강남구 삼성동 393-72,투자 목적,서울,경매,2024-09-02,제39515호,N,0,,,,N,,,,
264,서울시 용산구 이태원동 22-2,4동,2,105호,4동105호,서울시 중랑구 면목동 110-1 청하아파트 4동105호,154,대,장서연,910727-1******,남성,30대,단독소유,단독소유,서울시 송파구 삼성동 730-60,투자 목적,서울,상속,2006-10-03,제28613호,Y,255210000,국민은행,2020-10-06,제9173호,N,,,,
265,서울시 용산구 이태원동 22-2,4동,2,106호,4동106호,서울시 중랑구 면목동 110-1 청하아파트 4동106호,154,대,강민준,610119-1******,남성,60대,단독소유,단독소유,서울시 송파구 삼성동 240-60,투자 목적,서울,경매,2025-03-13,제55568호,Y,244140000,하나은행,2022-01-17,제82978호,N,,,,
