순번,소재지,건물명,건축연도,경과년수,전용면적_제곱미터,대지면적_제곱미터,대지권비율,실질대지지분_제곱미터,현소유자,주민번호,현주소,소유권취득일,보유기간_년,이전사유,근저당1_설정일,근저당1_채권최고액,근저당1_채무자,근저당1_근저당권자,근저당2_설정일,근저당2_채권최고액,근저당2_채무자,근저당2_근저당권자,유효근저당총액,유효근저당건수,소유권이전횟수,실거주여부,압류가압류유무,압류구분,압류일자,압류접수번호,압류권리자
459,서울시 영등포구 여의도동 41,대교아파트 4동 303호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한예준,820702-2******,"서울시 영등포구 여의도동 41, 104동 303호",2024-06-08,1,증여,2013년07월07일,447480000,한예준,주식회사통합은행,,,,,447480000,1,3,실거주 추정,N,,,,
460,서울시 영등포구 여의도동 41,대교아파트 4동 304호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,김서연,860219-1******,"서울시 영등포구 여의도동 41, 104동 304호",2021-11-25,3,매매,2014년09월06일,465870000,김서연,주식회사등본은행,,,,,465870000,1,3,실거주 추정,N,,,,
461,서울시 영등포구 여의도동 41,대교아파트 4동 305호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장영희,050714-4******,서울시 송파구 잠실동 488-64,2009-08-01,16,매매,,0,장영희,,,,,,0,,5,세입자 가능성,N,,,,
462,서울시 영등포구 여의도동 41,대교아파트 4동 306호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한진혁,030714-3******,"서울시 영등포구 여의도동 41, 104동 306호",2024-04-21,1,매매,2013년05월17일,1232190000,한진혁,주식회사통합은행,,,,,1232190000,1,1,실거주 추정,N,,,,
463,서울시 영등포구 여의도동 41,대교아파트 4동 307호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,서두산,000913-4******,서울시 강북구 삼양동 941-71,2008-07-23,17,상속,2021년10월14일,1392740000,서두산,주식회사통합은행,,,,,1392740000,1,1,세입자 가능성,N,,,,
464,서울시 영등포구 여의도동 41,대교아파트 4동 308호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송예준,820419-2******,"서울시 영등포구 여의도동 41, 104동 308호",2015-12-03,9,상속,,0,송예준,,,,,,0,,3,실거주 추정,N,,,,
465,서울시 영등포구 여의도동 41,대교아파트 4동 309호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,황영만,010206-4******,"서울시 영등포구 여의도동 41, 104동 309호",2024-02-10,1,증여,2011년06월12일,1083950000,황영만,주식회사명동은행,,,,,1083950000,1,5,실거주 추정,N,,,,
466,서울시 영등포구 여의도동 41,대교아파트 4동 310호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,서미나,040810-3******,"서울시 영등포구 여의도동 41, 104동 310호",2018-07-17,7,매매,2012년08월21일,944810000,서미나,KB국민은행,,,,,944810000,1,3,실거주 추정,N,,,,
467,서울시 영등포구 여의도동 41,대교아파트 4동 311호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,홍서연,620321-2******,"서울시 영등포구 여의도동 41, 104동 311호",2019-04-15,6,상속,2015년06월02일,173260000,홍서연,주식회사명동은행,,,,,173260000,1,1,실거주 추정,N,,,,
468,서울시 영등포구 여의도동 41,대교아파트 4동 312호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임영만,620207-1******,"서울시 영등포구 여의도동 41, 104동 312호",2006-08-08,19,증여,2016년02월08일,1460440000,임영만,주식회사국민은행,,,,,1460440000,1,4,실거주 추정,N,,,,
469,서울시 영등포구 여의도동 41,대교아파트 4동 401호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,정준서,660112-2******,"서울시 영등포구 여의도동 41, 104동 401호",2013-10-28,11,증여,2012년06월22일,580120000,정준서,주식회사신한은행,,,,,580120000,1,4,실거주 추정,N,,,,
470,서울시 영등포구 여의도동 41,대교아파트 4동 402호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박현우,700901-2******,"서울시 영등포구 여의도동 41, 104동 402호",2019-03-31,6,매매,,0,박현우,,,,,,0,,4,실거주 추정,N,,,,
471,서울시 영등포구 여의도동 41,대교아파트 4동 403호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,김지민,531110-2******,"서울시 영등포구 여의도동 41, 104동 403호",2022-07-19,3,상속,2015년04월02일,147440000,김지민,주식회사신한은행,,,,,147440000,1,3,실거주 추정,N,,,,
472,서울시 영등포구 여의도동 41,대교아파트 4동 404호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,오서연,030510-4******,서울시 용산구 원효로동 332-16,2015-03-17,10,증여,2020년09월21일,558460000,오서연,주식회사하나은행,,,,,558460000,1,1,세입자 가능성,N,,,,
473,서울시 영등포구 여의도동 41,대교아파트 4동 405호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,최수진,020424-4******,"서울시 영등포구 여의도동 41, 104동 405호",2014-05-26,11,상속,2015년01월20일,777320000,최수진,주식회사우리은행,,,,,777320000,1,3,실거주 추정,N,,,,
474,서울시 영등포구 여의도동 41,대교아파트 4동 406호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박용하,510820-1******,"서울시 영등포구 여의도동 41, 104동 406호",2020-07-12,5,상속,,0,박용하,,,,,,0,,1,실거주 추정,N,,,,
475,서울시 영등포구 여의도동 41,대교아파트 4동 407호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,최철수,021226-4******,서울시 서초구 반포동 578-70,2022-05-25,3,매매,,0,최철수,,,,,,0,,2,세입자 가능성,N,,,,
476,서울시 영등포구 여의도동 41,대교아파트 4동 408호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임주원,050418-4******,"서울시 영등포구 여의도동 41, 104동 408호",2013-07-27,12,증여,2012년11월26일,1838480000,임주원,주식회사국민은행,,,,,1838480000,1,3,실거주 추정,N,,,,
477,서울시 영등포구 여의도동 41,대교아파트 4동 409호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임수빈,570403-1******,"서울시 영등포구 여의도동 41, 104동 409호",2024-06-16,1,매매,,0,임수빈,,,,,,0,,3,실거주 추정,N,,,,
478,서울시 영등포구 여의도동 41,대교아파트 4동 410호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한보미,820822-1******,"서울시 영등포구 여의도동 41, 104동 410호",2011-01-13,14,증여,2013년06월27일,127100000,한보미,주식회사신한은행,,,,,127100000,1,2,실거주 추정,N,,,,
479,서울시 영등포구 여의도동 41,대교아파트 4동 411호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송기태,040722-4******,"서울시 영등포구 여의도동 41, 104동 411호",2010-11-22,14,상속,2012년04월22일,488420000,송기태,주식회사하나은행,,,,,488420000,1,3,실거주 추정,N,,,,
480,서울시 영등포구 여의도동 41,대교아파트 4동 412호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장진혁,030104-4******,"서울시 영등포구 여의도동 41, 104동 412호",2023-08-29,2,증여,2016년05월26일,158700000,장진혁,주식회사신한은행,,,,,158700000,1,3,실거주 추정,N,,,,
481,서울시 영등포구 여의도동 41,대교아파트 4동 501호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,김은서,010509-4******,서울시 광진구 능동 339-1,2020-05-17,5,상속,,0,김은서,,,,,,0,,0,세입자 가능성,N,,,,
482,서울시 영등포구 여의도동 41,대교아파트 4동 502호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,류영만,040314-3******,서울시 노원구 하계동 328-45,2012-12-24,12,매매,2010년11월22일,937050000,류영만,KB국민은행,,,,,937050000,1,3,세입자 가능성,N,,,,
483,서울시 영등포구 여의도동 41,대교아파트 4동 503호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안도윤,930408-1******,서울시 은평구 녹번동 346-75,2007-10-24,17,매매,2016년11월22일,674530000,안도윤,주식회사한솔은행,,,,,674530000,1,5,세입자 가능성,N,,,,
484,서울시 영등포구 여의도동 41,대교아파트 4동 504호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송혜진,010616-3******,"서울시 영등포구 여의도동 41, 104동 504호",2010-04-21,15,증여,,0,송혜진,,,,,,0,,5,실거주 추정,N,,,,
485,서울시 영등포구 여의도동 41,대교아파트 4동 505호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권서연,010106-3******,"서울시 영등포구 여의도동 41, 104동 505호",2018-07-25,7,증여,,0,권서연,,,,,,0,,4,실거주 추정,N,,,,
486,서울시 영등포구 여의도동 41,대교아파트 4동 506호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한상훈,040322-3******,"서울시 영등포구 여의도동 41, 104동 506호",2016-03-03,9,상속,,0,한상훈,,,,,,0,,3,실거주 추정,N,,,,
487,서울시 영등포구 여의도동 41,대교아파트 4동 507호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임미경,050424-3******,"서울시 영등포구 여의도동 41, 104동 507호",2013-05-10,12,상속,,0,임미경,,,,,,0,,0,실거주 추정,N,,,,
488,서울시 영등포구 여의도동 41,대교아파트 4동 508호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조유진,980608-1******,"서울시 영등포구 여의도동 41, 104동 508호",2017-01-01,8,증여,2024년04월08일,718090000,조유진,주식회사우리은행,,,,,718090000,1,4,실거주 추정,N,,,,
489,서울시 영등포구 여의도동 41,대교아파트 4동 509호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,윤시우,761204-1******,"서울시 영등포구 여의도동 41, 104동 509호",2019-01-03,6,증여,2023년08월22일,1263790000,윤시우,주식회사한솔은행,,,,,1263790000,1,1,실거주 추정,N,,,,
490,서울시 영등포구 여의도동 41,대교아파트 4동 510호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안준서,030319-3******,서울시 광진구 자양동 61-47,2017-12-17,7,상속,2012년11월02일,1374440000,안준서,주식회사신한은행,,,,,1374440000,1,5,세입자 가능성,N,,,,
491,서울시 영등포구 여의도동 41,대교아파트 4동 511호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,신준서,050302-4******,서울시 관악구 봉천동 779-1,2010-03-14,15,증여,2024년08월22일,880800000,신준서,주식회사통합은행,,,,,880800000,1,5,세입자 가능성,N,,,,
492,서울시 영등포구 여의도동 41,대교아파트 4동 512호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박현우,630927-1******,"서울시 영등포구 여의도동 41, 104동 512호",2006-07-08,19,상속,2024년01월27일,1282200000,박현우,주식회사통합은행,,,,,1282200000,1,1,실거주 추정,N,,,,
493,서울시 영등포구 여의도동 41,대교아파트 4동 601호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박혜진,050607-4******,서울시 서대문구 북가좌동 478-22,2020-05-26,5,매매,2012년03월03일,939650000,박혜진,주식회사명동은행,,,,,939650000,1,4,세입자 가능성,N,,,,
494,서울시 영등포구 여의도동 41,대교아파트 4동 602호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한보미,020908-4******,서울시 광진구 광장동 360-47,2016-07-22,9,증여,2016년06월17일,1448650000,한보미,주식회사농협은행,,,,,1448650000,1,0,세입자 가능성,N,,,,
495,서울시 영등포구 여의도동 41,대교아파트 4동 603호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이기태,050104-3******,"서울시 영등포구 여의도동 41, 104동 603호",2005-10-23,19,증여,,0,이기태,,,,,,0,,2,실거주 추정,N,,,,
496,서울시 영등포구 여의도동 41,대교아파트 4동 604호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이도윤,730512-1******,서울시 용산구 한남동 377-84,2021-01-12,4,증여,,0,이도윤,,,,,,0,,4,세입자 가능성,N,,,,
497,서울시 영등포구 여의도동 41,대교아파트 4동 605호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이미나,041025-4******,"서울시 영등포구 여의도동 41, 104동 605호",2009-02-22,16,매매,2014년10월28일,684100000,이미나,KB국민은행,,,,,684100000,1,3,실거주 추정,N,,,,
498,서울시 영등포구 여의도동 41,대교아파트 4동 606호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안동현,000314-3******,"서울시 영등포구 여의도동 41, 104동 606호",2014-12-23,10,상속,2018년05월04일,512720000,안동현,주식회사농협은행,,,,,512720000,1,0,실거주 추정,N,,,,
499,서울시 영등포구 여의도동 41,대교아파트 4동 607호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,정수빈,040212-3******,"서울시 영등포구 여의도동 41, 104동 607호",2011-05-19,14,증여,2020년07월25일,1801540000,정수빈,주식회사통합은행,,,,,1801540000,1,2,실거주 추정,N,,,,
500,서울시 영등포구 여의도동 41,대교아파트 4동 608호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,홍수빈,000816-3******,"서울시 영등포구 여의도동 41, 104동 608호",2015-04-18,10,매매,2021년07월13일,660180000,홍수빈,주식회사명동은행,,,,,660180000,1,1,실거주 추정,N,,,,
501,서울시 영등포구 여의도동 41,대교아파트 4동 609호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임하은,840321-2******,서울시 구로구 가리봉동 536-6,2016-05-27,9,상속,2010년12월05일,290690000,임하은,주식회사통합은행,,,,,290690000,1,0,세입자 가능성,N,,,,
502,서울시 영등포구 여의도동 41,대교아파트 4동 610호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,신예준,581206-2******,서울시 마포구 도화동 55-86,2010-01-06,15,상속,2013년10월19일,344190000,신예준,주식회사신한은행,,,,,344190000,1,5,세입자 가능성,N,,,,
503,서울시 영등포구 여의도동 41,대교아파트 4동 611호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,황미나,000516-3******,서울시 도봉구 쌍문동 600-41,2023-04-21,2,증여,,0,황미나,,,,,,0,,5,세입자 가능성,N,,,,
504,서울시 영등포구 여의도동 41,대교아파트 4동 612호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안준서,011108-4******,서울시 성동구 옥수동 330-28,2011-11-20,13,상속,,0,안준서,,,,,,0,,4,세입자 가능성,N,,,,
505,서울시 영등포구 여의도동 41,대교아파트 4동 701호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안시우,001112-4******,"서울시 영등포구 여의도동 41, 104동 701호",2010-04-10,15,매매,2011년10월17일,794300000,안시우,주식회사등본은행,,,,,794300000,1,0,실거주 추정,N,,,,
506,서울시 영등포구 여의도동 41,대교아파트 4동 702호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,김미경,040212-4******,"서울시 영등포구 여의도동 41, 104동 702호",2016-12-28,8,증여,2011년08월12일,480660000,김미경,주식회사하나은행,,,,,480660000,1,3,실거주 추정,N,,,,
507,서울시 영등포구 여의도동 41,대교아파트 4동 703호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안현우,021001-3******,서울시 마포구 도화동 549-30,2011-08-02,14,증여,,0,안현우,,,,,,0,,3,세입자 가능성,N,,,,
508,서울시 영등포구 여의도동 41,대교아파트 4동 704호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,류영만,000705-3******,"서울시 영등포구 여의도동 41, 104동 704호",2017-09-25,8,증여,,0,류영만,,,,,,0,,2,실거주 추정,N,,,,
509,서울시 영등포구 여의도동 41,대교아파트 4동 705호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,김하은,560728-2******,"서울시 영등포구 여의도동 41, 104동 705호",2018-07-22,7,매매,,0,김하은,,,,,,0,,4,실거주 추정,N,,,,
510,서울시 영등포구 여의도동 41,대교아파트 4동 706호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안현우,030927-4******,"서울시 영등포구 여의도동 41, 104동 706호",2008-10-05,17,증여,2018년01월21일,278120000,안현우,주식회사한솔은행,,,,,278120000,1,3,실거주 추정,N,,,,
511,서울시 영등포구 여의도동 41,대교아파트 4동 707호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조준서,610722-1******,"서울시 영등포구 여의도동 41, 104동 707호",2009-06-15,16,상속,2024년09월12일,505890000,조준서,주식회사우리은행,,,,,505890000,1,3,실거주 추정,N,,,,
512,서울시 영등포구 여의도동 41,대교아파트 4동 708호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,오상훈,011122-4******,"서울시 영등포구 여의도동 41, 104동 708호",2018-06-19,7,증여,,0,오상훈,,,,,,0,,0,실거주 추정,N,,,,
513,서울시 영등포구 여의도동 41,대교아파트 4동 709호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,임상훈,000920-3******,"서울시 영등포구 여의도동 41, 104동 709호",2018-07-10,7,증여,2023년08월20일,1150500000,임상훈,주식회사한솔은행,,,,,1150500000,1,2,실거주 추정,N,,,,
514,서울시 영등포구 여의도동 41,대교아파트 4동 710호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,윤유진,901024-1******,"서울시 영등포구 여의도동 41, 104동 710호",2019-06-29,6,상속,2020년02월03일,963140000,윤유진,주식회사신한은행,,,,,963140000,1,4,실거주 추정,N,,,,
515,서울시 영등포구 여의도동 41,대교아파트 4동 711호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이주원,050810-3******,"서울시 영등포구 여의도동 41, 104동 711호",2009-04-02,16,증여,2022년12월27일,407220000,이주원,주식회사농협은행,,,,,407220000,1,5,실거주 추정,N,,,,
516,서울시 영등포구 여의도동 41,대교아파트 4동 712호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조영희,861102-1******,서울시 성동구 응봉동 281-69,2013-03-24,12,증여,2014년06월26일,700400000,조영희,주식회사명동은행,,,,,700400000,1,4,세입자 가능성,N,,,,
517,서울시 영등포구 여의도동 41,대교아파트 4동 801호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한두산,771110-1******,서울시 종로구 삼청동 98-58,2020-04-28,5,증여,,0,한두산,,,,,,0,,3,세입자 가능성,N,,,,
518,서울시 영등포구 여의도동 41,대교아파트 4동 802호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,송기태,671127-1******,"서울시 영등포구 여의도동 41, 104동 802호",2011-01-07,14,상속,2012년10월15일,2599060000,송기태,주식회사하나은행,,,,,2599060000,1,0,실거주 추정,N,,,,
519,서울시 영등포구 여의도동 41,대교아파트 4동 803호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,최진혁,020114-3******,"서울시 영등포구 여의도동 41, 104동 803호",2007-05-20,18,상속,2018년10월30일,325190000,최진혁,주식회사하나은행,,,,,325190000,1,4,실거주 추정,N,,,,
520,서울시 영등포구 여의도동 41,대교아파트 4동 804호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,최시우,051021-3******,서울시 강서구 염창동 412-18,2017-12-07,7,매매,2013년05월04일,864400000,최시우,KB국민은행,,,,,864400000,1,4,세입자 가능성,N,,,,
521,서울시 영등포구 여의도동 41,대교아파트 4동 805호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,김민준,501221-1******,서울시 성북구 보문동 421-59,2012-12-27,12,상속,,0,김민준,,,,,,0,,1,세입자 가능성,N,,,,
522,서울시 영등포구 여의도동 41,대교아파트 4동 806호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박진혁,050425-4******,"서울시 영등포구 여의도동 41, 104동 806호",2009-09-04,16,상속,2020년06월13일,1635950000,박진혁,주식회사신한은행,,,,,1635950000,1,2,실거주 추정,Y,가압류,2025년01월22일,제10919호,서울중앙지방법원
523,서울시 영등포구 여의도동 41,대교아파트 4동 807호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조현우,050824-4******,"서울시 영등포구 여의도동 41, 104동 807호",2012-06-18,13,상속,2014년09월18일,935400000,조현우,주식회사한솔은행,,,,,935400000,1,3,실거주 추정,N,,,,
524,서울시 영등포구 여의도동 41,대교아파트 4동 808호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안유진,041219-4******,"서울시 영등포구 여의도동 41, 104동 808호",2024-06-24,1,상속,2023년03월26일,684940000,안유진,주식회사신한은행,,,,,684940000,1,5,실거주 추정,N,,,,
525,서울시 영등포구 여의도동 41,대교아파트 4동 809호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장준서,720401-1******,"서울시 영등포구 여의도동 41, 104동 809호",2021-07-27,4,상속,,0,장준서,,,,,,0,,2,실거주 추정,N,,,,
526,서울시 영등포구 여의도동 41,대교아파트 4동 810호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,윤용하,850314-1******,"서울시 영등포구 여의도동 41, 104동 810호",2023-12-03,1,상속,2023년10월13일,840320000,윤용하,주식회사한솔은행,,,,,840320000,1,5,실거주 추정,N,,,,
527,서울시 영등포구 여의도동 41,대교아파트 4동 811호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,홍미나,900910-1******,"서울시 영등포구 여의도동 41, 104동 811호",2009-03-10,16,상속,2013년07월11일,1447680000,홍미나,주식회사한솔은행,,,,,1447680000,1,0,실거주 추정,N,,,,
528,서울시 영등포구 여의도동 41,대교아파트 4동 812호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,강은서,020820-4******,"서울시 영등포구 여의도동 41, 104동 812호",2017-05-04,8,증여,2015년07월21일,667120000,강은서,주식회사등본은행,,,,,667120000,1,0,실거주 추정,N,,,,
529,서울시 영등포구 여의도동 41,대교아파트 4동 901호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안은서,020714-4******,"서울시 영등포구 여의도동 41, 104동 901호",2022-04-05,3,증여,,0,안은서,,,,,,0,,5,실거주 추정,N,,,,
530,서울시 영등포구 여의도동 41,대교아파트 4동 902호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,조하은,970809-2******,"서울시 영등포구 여의도동 41, 104동 902호",2017-07-22,8,상속,2013년04월05일,118240000,조하은,주식회사신한은행,,,,,118240000,1,1,실거주 추정,N,,,,
531,서울시 영등포구 여의도동 41,대교아파트 4동 903호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,한준서,640526-2******,"서울시 영등포구 여의도동 41, 104동 903호",2015-06-11,10,상속,,0,한준서,,,,,,0,,2,실거주 추정,N,,,,
532,서울시 영등포구 여의도동 41,대교아파트 4동 904호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장주원,020322-3******,"서울시 영등포구 여의도동 41, 104동 904호",2010-04-11,15,매매,2020년07월30일,1202590000,장주원,KB국민은행,,,,,1202590000,1,4,실거주 추정,N,,,,
533,서울시 영등포구 여의도동 41,대교아파트 4동 905호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권영수,030414-4******,"서울시 영등포구 여의도동 41, 104동 905호",2020-03-13,5,상속,,0,권영수,,,,,,0,,4,실거주 추정,N,,,,
534,서울시 영등포구 여의도동 41,대교아파트 4동 906호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,윤주원,030527-4******,"서울시 영등포구 여의도동 41, 104동 906호",2008-11-21,16,증여,2024년03월06일,625970000,윤주원,주식회사등본은행,,,,,625970000,1,2,실거주 추정,N,,,,
535,서울시 영등포구 여의도동 41,대교아파트 4동 907호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,신주원,600226-2******,"서울시 영등포구 여의도동 41, 104동 907호",2014-07-09,11,매매,,0,신주원,,,,,,0,,0,실거주 추정,N,,,,
536,서울시 영등포구 여의도동 41,대교아파트 4동 908호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,오은서,520613-1******,서울시 서초구 잠원동 808-99,2024-09-25,1,매매,2012년12월16일,425130000,오은서,주식회사통합은행,,,,,425130000,1,0,세입자 가능성,N,,,,
537,서울시 영등포구 여의도동 41,대교아파트 4동 909호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이진혁,870906-2******,서울시 금천구 시흥동 652-21,2009-08-03,16,증여,2013년08월02일,358110000,이진혁,주식회사명동은행,,,,,358110000,1,2,세입자 가능성,N,,,,
538,서울시 영등포구 여의도동 41,대교아파트 4동 910호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박보미,030914-4******,"서울시 영등포구 여의도동 41, 104동 910호",2007-05-14,18,상속,,0,박보미,,,,,,0,,5,실거주 추정,N,,,,
539,서울시 영등포구 여의도동 41,대교아파트 4동 911호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박상훈,870527-2******,"서울시 영등포구 여의도동 41, 104동 911호",2008-01-12,17,증여,2014년11월10일,295780000,박상훈,주식회사우리은행,,,,,295780000,1,0,실거주 추정,N,,,,
540,서울시 영등포구 여의도동 41,대교아파트 4동 912호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,박예준,040314-4******,"서울시 영등포구 여의도동 41, 104동 912호",2014-07-20,11,매매,2013년03월21일,462870000,박예준,주식회사명동은행,,,,,462870000,1,5,실거주 추정,N,,,,
541,서울시 영등포구 여의도동 41,대교아파트 4동 1001호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,윤준서,641209-2******,"서울시 영등포구 여의도동 41, 104동 1001호",2017-04-18,8,매매,2015년04월16일,1109500000,윤준서,주식회사통합은행,,,,,1109500000,1,1,실거주 추정,N,,,,
542,서울시 영등포구 여의도동 41,대교아파트 4동 1002호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,권지우,720608-1******,"서울시 영등포구 여의도동 41, 104동 1002호",2016-04-09,9,상속,,0,권지우,,,,,,0,,2,실거주 추정,N,,,,
543,서울시 영등포구 여의도동 41,대교아파트 4동 1003호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,장영희,540614-1******,"서울시 영등포구 여의도동 41, 104동 1003호",2005-11-10,19,상속,2021년11월15일,978140000,장영희,주식회사농협은행,,,,,978140000,1,2,실거주 추정,N,,,,
544,서울시 영등포구 여의도동 41,대교아파트 4동 1004호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이철수,020302-4******,"서울시 영등포구 여의도동 41, 104동 1004호",2010-12-19,14,증여,,0,이철수,,,,,,0,,1,실거주 추정,N,,,,
545,서울시 영등포구 여의도동 41,대교아파트 4동 1005호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,이영수,580717-1******,"서울시 영등포구 여의도동 41, 104동 1005호",2010-07-16,15,매매,2014년12월05일,861390000,이영수,주식회사한솔은행,,,,,861390000,1,3,실거주 추정,N,,,,
546,서울시 영등포구 여의도동 41,대교아파트 4동 1006호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,안미경,030118-3******,"서울시 영등포구 여의도동 41, 104동 1006호",2010-10-17,14,상속,,0,안미경,,,,,,0,,0,실거주 추정,N,,,,
547,서울시 영등포구 여의도동 41,대교아파트 4동 1007호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,김영희,680624-1******,"서울시 영등포구 여의도동 41, 104동 1007호",2019-10-03,6,매매,2013년09월23일,355850000,김영희,주식회사하나은행,,,,,355850000,1,5,실거주 추정,N,,,,
548,서울시 영등포구 여의도동 41,대교아파트 4동 1008호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,김상훈,591123-2******,"서울시 영등포구 여의도동 41, 104동 1008호",2012-11-26,12,증여,2013년01월12일,962190000,김상훈,주식회사국민은행,,,,,962190000,1,0,실거주 추정,N,,,,
549,서울시 영등포구 여의도동 41,대교아파트 4동 1009호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,최도윤,820701-1******,"서울시 영등포구 여의도동 41, 104동 1009호",2008-05-12,17,상속,2016년10월13일,784640000,최도윤,주식회사한솔은행,,,,,784640000,1,5,실거주 추정,N,,,,
550,서울시 영등포구 여의도동 41,대교아파트 4동 1010호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,서용하,760810-2******,서울시 도봉구 도봉동 237-52,2008-06-03,17,매매,,0,서용하,,,,,,0,,3,세입자 가능성,N,,,,
551,서울시 영등포구 여의도동 41,대교아파트 4동 1011호,1975-10-25,50,95.5,31699,9589분의 15.7,51.9,정두산,001204-4******,"서울시 영등포구 여의도동 41, 104동 1011호",2017-12-08,7,매매,,0,정두산,,,,,,0,,0,실거주 추정,N,,,,
